45.136.56.0/24,KZ,KZ-75,Almaty,050000
45.136.57.0/24,KZ,KZ-75,Almaty,050000
45.136.58.0/24,KZ,KZ-71,Astana,010000
45.136.59.0/24,KZ,KZ-47,Aktau,013000
31.56.240.0/24,KZ,KZ-71,Astana,010000
2a0e:9340::/48,KZ,KZ-71,Astana,010000
193.39.68.0/24,KZ,KZ-75,Almaty,050000
